"identifiant","adresse","raison_sociale","nom","code_postal","code_insee","nom_commune","longitude","latitude"
"IDF9100640","Angoulême, 92 rue d'","CECI (CASANOVA ELECTRONIQUE CIRCUITS IMPRIMES), ex LA GRANDE CUISINE BERGERAND",NULL,"91100","91174","Corbeil-Essonnes","2.4624189964094","48.6007637000416"
"IDF9100646","Barre, 1 rue de la","BESSON ANTOINE ET LEPEU, ex DUBOIS ET LEPEU, ex FANE",NULL,"91100","91174","Corbeil-Essonnes","2.48221001401562","48.6110228146731"
"IDF9100647","Barre, 7 rue de la","IMPRESSIONS SCIENTIFIQUES","Imprimerie","91100","91174","Corbeil-Essonnes","2.48196409389375","48.6109891188518"
"IDF9100648","Bas Coudray, 35 rue du","ATELIERS MUNICIPAUX - Commune de Corbeil - Essonnes","Garage","91100","91174","Corbeil-Essonnes","2.48712286648649","48.6032198448054"
"IDF9100651","Bastide, 1 rue Audiffred","FABENREV,  ex SPE (Sté PARISIENNE DES ENCRES), ex Sté D'IMPRIMERIE CRETE","Fabrique de produits d'étanchéité","91100","91174","Corbeil-Essonnes","2.48195595830315","48.616949273055"
"IDF9100652","Bert, 19 rue Paul","BOURDIAU Yves","Transports routiers","91100","91174","Corbeil-Essonnes","2.47250704325379","48.5834904463756"
"IDF9100653","Berteaux, 8 rue Maurice (ex n°27)","NOVALEX",NULL,"91100","91174","Corbeil-Essonnes","2.47316375478584","48.6056833945847"
"IDF9100654","Blum, rue Léon","CGE (Cie GENERALE DE CHAUFFE), ex STEC (Sté TECHNIQUE D'EXPLOITATION DE CHAUFFAGE)","Compagnie de chauffage","91100","91174","Corbeil-Essonnes","2.46591283066244","48.6175800713078"
"IDF9100655","Botha, 35 rue","GRECO laboratoire, ex VIZI Jean, ex CECI (CASANOVA ELECTRONIQUE CIRCUITS IMPRIMES), ex St - JEAN ETS","Fabrique de parfum","91100","91174","Corbeil-Essonnes","2.48548492321955","48.6041302476798"
"IDF9100663","Rops, 3 bis rue Félicien (ex rue Marcel Cachin)","Point Laverie, ex Sté CORBEIL - PARIS - COLOMBES","Teinturerie, laverie","91100","91174","Corbeil-Essonnes","2.47600436991497","48.6129549829987"
"IDF9100742","Chantemerle, 3 rue (en 1998, ex 59 rue du Général Leclerc en 1970)","GIRON","Fabrique de produits sidérurgiques","91100","91174","Corbeil-Essonnes","2.47198575901145","48.6113411496837"
"IDF9100690","Feray, 81 rue (en 1986, ex n°49 ter en 1965)","INTERMARCHE (SA JARA), ex PRIMISTERES (FELIX POTIN)","Station service","91100","91174","Corbeil-Essonnes","2.47335581948071","48.6065014919673"
"IDF9100665","Champlouis, 1 rue (+ 3, rue des Petits Bordes et 4 Bd Crété ou 7 rue du Général Leclerc)","HELIO - CORBEIL IMPRIMERIE (SNC), ex Sté NEOGRAVURE, ex CRETTE Jules","Imprimerie","91100","91174","Corbeil-Essonnes","2.47837826595243","48.6131678816279"
"IDF9100666","Champlouis, 8 rue","LAINE Gaston, ex HORAT et PROUVEUR","Atelier de réparation de pneumatiques","91100","91174","Corbeil-Essonnes","2.47954975639674","48.6102258354296"
"IDF9100667","Cherrière, 2 et 4 rue","BREUZARD, ex Ent. BREUZARD Ernest","Atelier de serrurerie","91100","91174","Corbeil-Essonnes","2.46805639681305","48.6022811934054"
"IDF9100668","Michel, 6 et/ou 24 et 26 rue Georges (ex rue Ambroise Croizat, ex 15 rue Paul Darblay)","FONDERIES ET ATELIERS DE CORBEIL - ESSONNES, ex PASSAVANT Alfred","Fabrique de matériels de concassage","91100","91174","Corbeil-Essonnes","2.46867985843159","48.6073433109768"
"IDF9100669","Champlouis, 4-6 rue","GROUPEMENT DE GENDARMERIE DE L'ESSONNE (GENDARMERIE NATIONALE)","Gendarmerie Nationale","91100","91174","Corbeil-Essonnes","2.47886205103841","48.6116025646519"
"IDF9100723","Poterie, 25-27 bis rue de la (+ 38 rue du 14 juillet)","FABENREV (produits TOUPRET) + Sté JARDIN, ex JARDINS ETS.",NULL,"91100","91174","Corbeil-Essonnes","2.48337670261053","48.6158053920604"
"IDF9100733","Lafayette, 20 rue","GIRON ETABLISSEMENTS","Fabrique de produits sidérurgiques","91100","91174","Corbeil-Essonnes","2.47318139114928","48.6171489546992"
"IDF9100734","Lafayette, 20 rue de Lafayette (ex N° 1 rue du cimetière)","SCCE (Sté de COMBUSTIBLES DE CORBEIL - ESSONNES), ex Sté CHARBONNERIE DE  CORBEIL - ESSONNES",NULL,"91100","91174","Corbeil-Essonnes","2.47369446748419","48.6163030336757"
"IDF9100735","Laguide, 61(ex n° 23 bis) rue Fernand (ex rue Troix-Carreaux)","MICRONIQUE, ex POLULINOX","Fabrique de matériels électriques","91100","91174","Corbeil-Essonnes","2.45924434291143","48.5972011884368"
